happy_id,current_date,happy_score,country_id,fd_id,social_id,sleep_id,spendings_id
357,2021-01-08 00:00:00,35,2,12006,12006,12006,12006
358,2021-01-08 00:00:00,93,3,12007,12007,12007,12007
359,2021-01-08 00:00:00,3,4,12008,12008,12008,12008
360,2021-01-08 00:00:00,52,5,12009,12009,12009,12009
361,2021-01-08 00:00:00,13,1,12010,12010,12010,12010
362,2021-01-08 00:00:00,51,2,12011,12011,12011,12011
363,2021-01-08 00:00:00,73,3,12012,12012,12012,12012
364,2021-01-08 00:00:00,13,4,12013,12013,12013,12013
365,2021-01-08 00:00:00,42,5,12014,12014,12014,12014
366,2021-01-08 00:00:00,53,1,12015,12015,12015,12015
367,2021-01-08 00:00:00,81,2,12016,12016,12016,12016
368,2021-01-08 00:00:00,1,3,12017,12017,12017,12017
369,2021-01-08 00:00:00,69,4,12018,12018,12018,12018
370,2021-01-08 00:00:00,35,5,12019,12019,12019,12019
371,2021-01-08 00:00:00,74,1,12020,12020,12020,12020
372,2021-01-08 00:00:00,39,2,12021,12021,12021,12021
373,2021-01-08 00:00:00,12,3,12022,12022,12022,12022
374,2021-01-08 00:00:00,78,4,12023,12023,12023,12023
375,2021-01-08 00:00:00,40,5,12024,12024,12024,12024
376,2021-01-08 00:00:00,93,1,12025,12025,12025,12025
377,2021-01-08 00:00:00,83,2,12026,12026,12026,12026
378,2021-01-08 00:00:00,98,3,12027,12027,12027,12027
379,2021-01-08 00:00:00,14,4,12028,12028,12028,12028
380,2021-01-08 00:00:00,48,5,12029,12029,12029,12029
381,2021-01-08 00:00:00,100,1,12030,12030,12030,12030
382,2021-01-08 00:00:00,74,2,12031,12031,12031,12031
383,2021-01-08 00:00:00,40,3,12032,12032,12032,12032
384,2021-01-08 00:00:00,73,4,12033,12033,12033,12033
385,2021-01-08 00:00:00,94,5,12034,12034,12034,12034
386,2021-01-08 00:00:00,45,1,12035,12035,12035,12035
387,2021-01-08 00:00:00,76,2,12036,12036,12036,12036
388,2021-01-08 00:00:00,83,3,12037,12037,12037,12037
389,2021-01-08 00:00:00,97,4,12038,12038,12038,12038
390,2021-01-08 00:00:00,2,5,12039,12039,12039,12039
391,2021-01-08 00:00:00,9,1,12040,12040,12040,12040
392,2021-01-08 00:00:00,53,2,12041,12041,12041,12041
393,2021-01-08 00:00:00,84,3,12042,12042,12042,12042
394,2021-01-08 00:00:00,37,4,12043,12043,12043,12043
395,2021-01-08 00:00:00,88,5,12044,12044,12044,12044
396,2021-01-08 00:00:00,14,1,12045,12045,12045,12045
397,2021-01-08 00:00:00,48,2,12046,12046,12046,12046
398,2021-01-08 00:00:00,14,3,12047,12047,12047,12047
399,2021-01-08 00:00:00,71,4,12048,12048,12048,12048
400,2021-01-08 00:00:00,40,5,12049,12049,12049,12049
401,2021-01-09 00:00:00,84,1,13000,13000,13000,13000
402,2021-01-09 00:00:00,89,2,13001,13001,13001,13001
403,2021-01-09 00:00:00,81,3,13002,13002,13002,13002
404,2021-01-09 00:00:00,48,4,13003,13003,13003,13003
405,2021-01-09 00:00:00,21,5,13004,13004,13004,13004
406,2021-01-09 00:00:00,84,1,13005,13005,13005,13005
407,2021-01-09 00:00:00,37,2,13006,13006,13006,13006
408,2021-01-09 00:00:00,67,3,13007,13007,13007,13007
409,2021-01-09 00:00:00,73,4,13008,13008,13008,13008
410,2021-01-09 00:00:00,89,5,13009,13009,13009,13009
411,2021-01-09 00:00:00,43,1,13010,13010,13010,13010
412,2021-01-09 00:00:00,64,2,13011,13011,13011,13011
413,2021-01-09 00:00:00,66,3,13012,13012,13012,13012
414,2021-01-09 00:00:00,25,4,13013,13013,13013,13013
415,2021-01-09 00:00:00,5,5,13014,13014,13014,13014
416,2021-01-09 00:00:00,43,1,13015,13015,13015,13015
417,2021-01-09 00:00:00,50,2,13016,13016,13016,13016
418,2021-01-09 00:00:00,69,3,13017,13017,13017,13017
419,2021-01-09 00:00:00,89,4,13018,13018,13018,13018
420,2021-01-09 00:00:00,75,5,13019,13019,13019,13019
421,2021-01-09 00:00:00,93,1,13020,13020,13020,13020
422,2021-01-09 00:00:00,90,2,13021,13021,13021,13021
423,2021-01-09 00:00:00,24,3,13022,13022,13022,13022
424,2021-01-09 00:00:00,29,4,13023,13023,13023,13023
425,2021-01-09 00:00:00,11,5,13024,13024,13024,13024
426,2021-01-09 00:00:00,89,1,13025,13025,13025,13025
427,2021-01-09 00:00:00,63,2,13026,13026,13026,13026
428,2021-01-09 00:00:00,95,3,13027,13027,13027,13027
429,2021-01-09 00:00:00,94,4,13028,13028,13028,13028
430,2021-01-09 00:00:00,98,5,13029,13029,13029,13029
431,2021-01-09 00:00:00,98,1,13030,13030,13030,13030
432,2021-01-09 00:00:00,53,2,13031,13031,13031,13031
433,2021-01-09 00:00:00,75,3,13032,13032,13032,13032
434,2021-01-09 00:00:00,28,4,13033,13033,13033,13033
435,2021-01-09 00:00:00,92,5,13034,13034,13034,13034
436,2021-01-09 00:00:00,93,1,13035,13035,13035,13035
437,2021-01-09 00:00:00,100,2,13036,13036,13036,13036
438,2021-01-09 00:00:00,10,3,13037,13037,13037,13037
439,2021-01-09 00:00:00,87,4,13038,13038,13038,13038
440,2021-01-09 00:00:00,56,5,13039,13039,13039,13039
441,2021-01-09 00:00:00,75,1,13040,13040,13040,13040
442,2021-01-09 00:00:00,41,2,13041,13041,13041,13041
443,2021-01-09 00:00:00,15,3,13042,13042,13042,13042
444,2021-01-09 00:00:00,83,4,13043,13043,13043,13043
445,2021-01-09 00:00:00,14,5,13044,13044,13044,13044
446,2021-01-09 00:00:00,76,1,13045,13045,13045,13045
447,2021-01-09 00:00:00,47,2,13046,13046,13046,13046
448,2021-01-09 00:00:00,96,3,13047,13047,13047,13047
449,2021-01-09 00:00:00,37,4,13048,13048,13048,13048
